EVTDESClifestyle.1;Lately every day seams so bleak. I need excitement in my life - someting with risk, something that can keep me busy, something that will make me think.;;;;;;;;;;;x
EVTOPTAlifestyle.1;I will find excitement one way or another.;;;;;;;;;;;x
EVTDESClifestyle.2;After deeply thinking about vocation that would suit  a man of my character I could only think of two possibilities. The first possibility is the most dangerous of scholary pursuits - the alchemy. The second is gambling - less prestigious but exciting all the same.;;;;;;;;;;;x
EVTOPTAlifestyle.2;I will pursuit alchemy.;;;;;;;;;;;x
EVTOPTBlifestyle.2;A bit of gambling sound good to me.;;;;;;;;;;;x
EVTDESClifestyle.3;;;;;;;;;;;;x
EVTOPTAlifestyle.3;;;;;;;;;;;;x
EVTDESClifestyle.4;;;;;;;;;;;;x
EVTOPTAlifestyle.4;;;;;;;;;;;;x
;;;;;;;;;;;;x
